"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"0<=X<200",12,"critical/order existing credit","new car",3124,"<100","<1",1,"male single","none",3,"real estate",49,"bank","own",2,"unskilled resident",2,"none","yes","good"
"no checking",9,"existing paid","furniture/equipment",1388,"<100","1<=X<4",4,"female div/dep/mar","none",2,"real estate",26,"stores","rent",1,"skilled",1,"none","yes","good"
"0<=X<200",36,"existing paid","repairs",2384,"<100","<1",4,"male single","none",1,"no known property",33,"stores","rent",1,"unskilled resident",1,"none","yes","bad"
"no checking",12,"existing paid","new car",2133,"no known savings",">=7",4,"female div/dep/mar","none",4,"no known property",52,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"<0",18,"existing paid","furniture/equipment",2039,"<100","1<=X<4",1,"female div/dep/mar","none",4,"real estate",20,"bank","rent",1,"skilled",1,"none","yes","bad"
"<0",9,"critical/order existing credit","new car",2799,"<100","1<=X<4",2,"male single","none",2,"real estate",36,"stores","rent",2,"skilled",2,"none","yes","good"
"no checking",12,"existing paid","furniture/equipment",1289,">=1000","1<=X<4",4,"male single","guarantor",1,"life insurance",21,"stores","own",1,"unskilled resident",1,"none","yes","good"
"<0",18,"existing paid","domestic appliance",1217,"<100","1<=X<4",4,"male mar/wid","none",3,"real estate",47,"stores","own",1,"unskilled resident",1,"yes","yes","bad"
"<0",12,"critical/order existing credit","furniture/equipment",2338,"<100",">=7",3,"male single","none",3,"life insurance",60,"stores","own",2,"skilled",1,"none","yes","bad"
"<0",12,"critical/order existing credit","radio/tv",385,"<100","4<=X<7",4,"female div/dep/mar","none",3,"real estate",58,"stores","own",4,"unskilled resident",1,"yes","yes","good"
"0<=X<200",24,"delayed previously","new car",1965,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"car",42,"stores","rent",2,"skilled",1,"yes","yes","good"
"no checking",21,"existing paid","business",1572,">=1000",">=7",4,"female div/dep/mar","none",4,"real estate",36,"bank","own",1,"unskilled resident",1,"none","yes","good"
"0<=X<200",24,"existing paid","new car",2718,"<100","1<=X<4",3,"female div/dep/mar","none",4,"life insurance",20,"stores","rent",1,"unskilled resident",1,"yes","yes","bad"
"<0",24,"no credits/all paid","other",1358,"no known savings",">=7",4,"male single","none",3,"car",40,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"0<=X<200",6,"no credits/all paid","new car",931,"100<=X<500","<1",1,"female div/dep/mar","none",1,"life insurance",32,"stores","own",1,"unskilled resident",1,"none","yes","bad"
"<0",24,"existing paid","new car",1442,"<100","4<=X<7",4,"female div/dep/mar","none",4,"car",23,"stores","rent",2,"skilled",1,"none","yes","bad"
"0<=X<200",24,"no credits/all paid","business",4241,"<100","1<=X<4",1,"male single","none",4,"real estate",36,"stores","own",3,"unskilled resident",1,"yes","yes","bad"
"no checking",18,"critical/order existing credit","new car",2775,"<100","4<=X<7",2,"male single","none",2,"life insurance",31,"bank","own",2,"skilled",1,"none","yes","bad"
"no checking",24,"delayed previously","business",3863,"<100","1<=X<4",1,"male single","none",2,"no known property",32,"stores","for free",1,"skilled",1,"none","yes","good"
"0<=X<200",7,"existing paid","radio/tv",2329,"<100","<1",1,"female div/dep/mar","guarantor",1,"real estate",45,"stores","own",1,"skilled",1,"none","yes","good"
"0<=X<200",9,"existing paid","furniture/equipment",918,"<100","1<=X<4",4,"female div/dep/mar","none",1,"life insurance",30,"stores","own",1,"skilled",1,"none","yes","bad"
"0<=X<200",24,"no credits/all paid","education",1837,"<100","4<=X<7",4,"female div/dep/mar","none",4,"no known property",34,"bank","for free",1,"unskilled resident",1,"none","yes","bad"
"no checking",36,"existing paid","furniture/equipment",3349,"<100","1<=X<4",4,"female div/dep/mar","none",2,"car",28,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
">=200",10,"existing paid","furniture/equipment",1275,"<100","<1",4,"female div/dep/mar","none",2,"life insurance",23,"stores","own",1,"skilled",1,"none","yes","good"
"<0",24,"no credits/all paid","furniture/equipment",2828,"500<=X<10000","1<=X<4",4,"male single","none",4,"real estate",22,"stores","own",1,"skilled",1,"yes","yes","good"
"no checking",36,"critical/order existing credit","business",4526,"<100","1<=X<4",3,"male single","none",2,"real estate",74,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",36,"existing paid","radio/tv",2671,"100<=X<500","1<=X<4",4,"female div/dep/mar","co applicant",4,"no known property",50,"stores","for free",1,"skilled",1,"none","yes","bad"
"no checking",18,"existing paid","radio/tv",2051,"<100","<1",4,"male single","none",1,"real estate",33,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",15,"existing paid","used car",1300,"no known savings",">=7",4,"male single","none",4,"no known property",45,"bank","for free",1,"skilled",2,"none","yes","good"
"<0",12,"existing paid","domestic appliance",741,"100<=X<500","unemployed",4,"female div/dep/mar","none",3,"life insurance",22,"stores","own",1,"skilled",1,"none","yes","bad"
">=200",10,"existing paid","new car",1240,"100<=X<500",">=7",1,"female div/dep/mar","none",4,"no known property",48,"stores","for free",1,"unskilled resident",2,"none","yes","bad"
"<0",21,"existing paid","radio/tv",3357,">=1000","<1",4,"female div/dep/mar","none",2,"car",29,"bank","own",1,"skilled",1,"none","yes","good"
"<0",24,"no credits/all paid","used car",3632,"<100","1<=X<4",1,"female div/dep/mar","guarantor",4,"car",22,"bank","rent",1,"skilled",1,"none","no","good"
"no checking",18,"delayed previously","furniture/equipment",1808,"<100","4<=X<7",4,"female div/dep/mar","none",1,"real estate",22,"stores","own",1,"skilled",1,"none","yes","bad"
"0<=X<200",48,"no credits/all paid","business",12204,"no known savings","1<=X<4",2,"male single","none",2,"car",48,"bank","own",1,"skilled",1,"none","yes","good"
"0<=X<200",60,"delayed previously","radio/tv",9157,"no known savings","1<=X<4",2,"male single","none",2,"no known property",27,"stores","for free",1,"high qualif/self emp/mgmt",1,"none","yes","good"
"<0",6,"critical/order existing credit","new car",3676,"<100","1<=X<4",1,"male single","none",3,"real estate",37,"stores","rent",3,"skilled",2,"none","yes","good"
"0<=X<200",30,"existing paid","furniture/equipment",3441,"100<=X<500","1<=X<4",2,"female div/dep/mar","co applicant",4,"car",21,"stores","rent",1,"skilled",1,"none","yes","bad"
"no checking",12,"existing paid","new car",640,"<100","1<=X<4",4,"male div/sep","none",2,"real estate",49,"stores","own",1,"unskilled resident",1,"none","yes","good"
"0<=X<200",21,"critical/order existing credit","business",3652,"<100","4<=X<7",2,"male single","none",3,"life insurance",27,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",18,"critical/order existing credit","new car",1530,"<100","1<=X<4",3,"male single","none",2,"life insurance",32,"bank","own",2,"skilled",1,"none","yes","bad"
"no checking",48,"existing paid","business",3914,"no known savings","1<=X<4",4,"male div/sep","none",2,"real estate",38,"bank","own",1,"skilled",1,"none","yes","bad"
"<0",12,"existing paid","furniture/equipment",1858,"<100","<1",4,"female div/dep/mar","none",1,"car",22,"stores","rent",1,"skilled",1,"none","yes","good"
"<0",18,"existing paid","radio/tv",2600,"<100","1<=X<4",4,"male single","none",4,"no known property",65,"stores","for free",2,"skilled",1,"none","yes","bad"
"no checking",15,"existing paid","radio/tv",1979,"no known savings",">=7",4,"male single","none",2,"car",35,"stores","own",1,"skilled",1,"none","yes","good"
">=200",6,"existing paid","furniture/equipment",2116,"<100","1<=X<4",2,"male single","none",2,"real estate",41,"stores","own",1,"skilled",1,"yes","yes","good"
"0<=X<200",9,"no credits/all paid","new car",1437,"100<=X<500","4<=X<7",2,"male single","none",3,"no known property",29,"stores","own",1,"skilled",1,"none","yes","bad"
"no checking",42,"critical/order existing credit","furniture/equipment",4042,"500<=X<10000","1<=X<4",4,"male single","none",4,"real estate",36,"stores","own",2,"skilled",1,"yes","yes","good"
"no checking",9,"existing paid","education",3832,"no known savings",">=7",1,"male single","none",4,"real estate",64,"stores","own",1,"unskilled resident",1,"none","yes","good"
"<0",24,"existing paid","radio/tv",3660,"<100","1<=X<4",2,"female div/dep/mar","none",4,"car",28,"stores","own",1,"skilled",1,"none","yes","good"
"<0",18,"no credits/all paid","furniture/equipment",1553,"<100","1<=X<4",4,"male single","none",3,"car",44,"bank","own",1,"skilled",1,"none","yes","bad"
"0<=X<200",15,"existing paid","radio/tv",1444,"no known savings","<1",4,"male single","none",1,"life insurance",23,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",9,"existing paid","furniture/equipment",1980,"<100","<1",2,"female div/dep/mar","co applicant",2,"car",19,"stores","rent",2,"skilled",1,"none","yes","bad"
"0<=X<200",24,"existing paid","new car",1355,"<100","<1",3,"female div/dep/mar","none",4,"car",25,"stores","own",1,"unskilled resident",1,"yes","yes","bad"
"no checking",12,"existing paid","education",1393,"<100",">=7",4,"male single","none",4,"life insurance",47,"bank","own",3,"skilled",2,"yes","yes","good"
"no checking",24,"existing paid","radio/tv",1376,"500<=X<10000","4<=X<7",4,"female div/dep/mar","none",1,"car",28,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",60,"delayed previously","radio/tv",15653,">=1000","4<=X<7",2,"male single","none",4,"car",21,"stores","own",2,"skilled",1,"yes","yes","good"
"no checking",12,"existing paid","radio/tv",1493,"<100","<1",4,"female div/dep/mar","none",3,"car",34,"stores","own",1,"skilled",2,"none","yes","good"
"<0",42,"delayed previously","radio/tv",4370,"<100","4<=X<7",3,"male single","none",2,"life insurance",26,"bank","own",2,"skilled",2,"yes","yes","bad"
"<0",18,"existing paid","education",750,"<100","unemployed",4,"female div/dep/mar","none",1,"real estate",27,"stores","own",1,"unemp/unskilled non res",1,"none","yes","bad"
"0<=X<200",15,"existing paid","repairs",1308,"<100",">=7",4,"male single","none",4,"car",38,"stores","own",2,"unskilled resident",1,"none","yes","good"
"no checking",15,"existing paid","education",4623,"100<=X<500","1<=X<4",3,"male single","none",2,"life insurance",40,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"no checking",24,"critical/order existing credit","radio/tv",1851,"<100","4<=X<7",4,"male mar/wid","guarantor",2,"car",33,"stores","own",2,"skilled",1,"yes","yes","good"
"<0",18,"critical/order existing credit","radio/tv",1880,"<100","4<=X<7",4,"male mar/wid","none",1,"life insurance",32,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"no checking",36,"delayed previously","business",7980,"no known savings","<1",4,"male single","none",4,"car",27,"stores","rent",2,"skilled",1,"yes","yes","bad"
"<0",30,"no credits/all paid","furniture/equipment",4583,"<100","1<=X<4",2,"male div/sep","guarantor",2,"real estate",32,"stores","own",2,"skilled",1,"none","yes","good"
"no checking",12,"existing paid","new car",1386,"100<=X<500","4<=X<7",2,"female div/dep/mar","none",2,"life insurance",26,"stores","own",1,"skilled",1,"none","yes","bad"
">=200",11,"existing paid","new car",947,"<100","4<=X<7",4,"male single","none",3,"no known property",38,"bank","for free",1,"skilled",1,"none","yes","bad"
"<0",12,"existing paid","education",684,"<100","1<=X<4",4,"male single","none",4,"car",37,"stores","rent",1,"unskilled resident",2,"none","yes","bad"
"<0",48,"existing paid","education",7476,"<100","4<=X<7",4,"male single","none",1,"no known property",50,"stores","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",12,"existing paid","furniture/equipment",1922,"<100","1<=X<4",4,"male single","none",2,"life insurance",37,"stores","own",1,"unskilled resident",1,"none","yes","bad"
"<0",24,"existing paid","new car",2303,"<100",">=7",3,"male single","co applicant",1,"real estate",45,"stores","own",1,"skilled",1,"none","yes","bad"
"0<=X<200",36,"delayed previously","new car",8086,"100<=X<500",">=7",2,"male single","none",4,"car",42,"stores","own",4,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"no checking",24,"critical/order existing credit","used car",2346,"<100","4<=X<7",4,"male single","none",3,"car",35,"stores","own",2,"skilled",1,"yes","yes","good"
"<0",14,"existing paid","new car",3973,"<100","1<=X<4",1,"male single","none",4,"no known property",22,"stores","for free",1,"skilled",1,"none","yes","good"
"0<=X<200",12,"existing paid","new car",888,"<100",">=7",4,"male single","none",4,"car",41,"bank","own",1,"unskilled resident",2,"none","yes","bad"
"no checking",48,"existing paid","radio/tv",10222,"no known savings","4<=X<7",4,"male single","none",3,"car",37,"stores","own",1,"skilled",1,"yes","yes","good"
"0<=X<200",30,"no credits/all paid","business",4221,"<100","1<=X<4",2,"female div/dep/mar","none",1,"car",28,"stores","own",2,"skilled",1,"none","yes","good"
"0<=X<200",18,"critical/order existing credit","furniture/equipment",6361,"<100","1<=X<4",2,"male single","none",1,"no known property",41,"stores","own",1,"skilled",1,"yes","yes","good"
">=200",12,"existing paid","radio/tv",1297,"<100","1<=X<4",3,"male mar/wid","none",4,"real estate",23,"stores","rent",1,"skilled",1,"none","yes","good"
"<0",12,"existing paid","new car",900,"no known savings","1<=X<4",4,"male mar/wid","none",2,"car",24,"stores","own",1,"skilled",1,"none","yes","bad"
"no checking",21,"existing paid","furniture/equipment",2241,"<100",">=7",4,"male single","none",2,"real estate",50,"stores","own",2,"skilled",1,"none","yes","good"
"0<=X<200",6,"delayed previously","furniture/equipment",1050,"<100","unemployed",2,"male single","none",1,"life insurance",35,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
">=200",6,"critical/order existing credit","education",1047,"<100","1<=X<4",2,"female div/dep/mar","none",4,"life insurance",50,"stores","own",1,"unskilled resident",1,"none","yes","good"
"no checking",24,"critical/order existing credit","other",6314,"<100","unemployed",4,"male single","co applicant",2,"no known property",27,"bank","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"0<=X<200",30,"no credits/all paid","furniture/equipment",3496,">=1000","1<=X<4",4,"male single","none",2,"car",34,"stores","own",1,"skilled",2,"yes","yes","good"
"no checking",48,"no credits/all paid","business",3609,"<100","1<=X<4",1,"female div/dep/mar","none",1,"real estate",27,"stores","own",1,"skilled",1,"none","yes","good"
"<0",12,"critical/order existing credit","new car",4843,"<100",">=7",3,"male single","co applicant",4,"life insurance",43,"stores","rent",2,"skilled",1,"yes","yes","bad"
">=200",30,"critical/order existing credit","radio/tv",3017,"<100",">=7",4,"male single","none",4,"life insurance",47,"stores","own",1,"skilled",1,"none","yes","good"
"no checking",24,"critical/order existing credit","business",4139,"100<=X<500","1<=X<4",3,"male single","none",3,"life insurance",27,"stores","own",2,"unskilled resident",1,"yes","yes","good"
"no checking",36,"existing paid","business",5742,"100<=X<500","4<=X<7",2,"male single","none",2,"car",31,"stores","own",2,"skilled",1,"yes","yes","good"
"no checking",60,"existing paid","new car",10366,"<100",">=7",2,"male single","none",4,"life insurance",42,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
